listing_id,total_reviews,sentiment_positive_ratio,sentiment_neutral_ratio,sentiment_negative_ratio,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,average_sentiment_score,total_positive_reviews,intelligent_score
623166994204431330,207,0.9710144927536232,0.024154589371980676,0.004830918,201,5,1,0.8160864734299517,201,0.9274346376811594
625549045615257493,86,0.9302325581395349,0.046511627906976744,0.023255813953488372,80,4,2,0.7478058139534884,80,0.8824812790697675
625570886941755295,105,0.9523809523809523,0.038095238,0.00952381,100,4,1,0.7519600000000001,100,0.8970165714285714
633414972815215881,12,0.9166666666666666,0,0.083333333,11,0,1,0.648125,11,0.8444374999999998
636148726634633499,171,0.9415204678362573,0.052631579,0.005847953,161,9,1,0.7562713450292399,161,0.8917936842105263
636232809607374039,97,0.9587628865979382,0.041237113402061855,0,93,4,0,0.8108340206185566,93,0.9185079381443298
639109589747875166,69,0.927536232,0.028985507246376812,0.043478260869565216,64,2,3,0.7142811594202897,64,0.8708060869565216
641176460284971713,98,0.9081632653061225,0.030612244897959183,0.061224489795918366,89,3,6,0.647023469,89,0.8390049999999999
645535484441553609,6,1,0,0,6,0,0,0.9563,6,0.9868899999999999
648086466147031219,14,1,0,0,14,0,0,0.7028785714285715,14,0.9108635714285714
648602709953932136,7,0.8571428571428571,0.14285714285714285,0,6,1,0,0.7654285714285715,6,0.8439142857142856
650895674458040158,38,0.9736842105263158,0.026315789,0,37,1,0,0.8511342105263158,37,0.9395507894736842
652235878563511007,2,0.5,0.5,0,1,1,0,0.31245,0,
652242192724079797,3,1,0,0,3,0,0,0.9273000000000001,3,0.97819
658515907992491148,10,0.9,0,0.1,9,0,1,0.8142400000000001,9,0.8842720000000001
660854809239675142,1,1,0,0,1,0,0,0.8992,0,
664372950703123888,15,0.8666666666666667,0.13333333333333333,0,13,2,0,0.7875399999999999,13,0.856262
665707510790501642,51,1,0,0,51,0,0,0.8796666666666668,51,0.9639
672395092310587076,126,0.9444444444444444,0.055555556,0,119,7,0,0.78799127,119,0.9030640476190476
672408896670880634,136,0.9852941176470589,0.007352941,0.007352941,134,1,1,0.8311066176470588,134,0.940508456
672424199078979058,109,0.9908256880733946,0,0.009174312,108,0,1,0.8175293577981654,108,0.9397542201834863
674615442959778417,4,1,0,0,4,0,0,0.8069750000000001,4,0.9420925
675553502700674379,45,0.9111111111111111,0.022222222222222223,0.066666667,41,1,3,0.6656155555555556,41,0.8463513333333333
676178386682975853,56,0.9821428571428571,0.017857142857142856,0,55,1,0,0.8544696428571429,55,0.9456266071428571
678084458659069087,114,0.9824561403508771,0.017543859649122806,0,112,2,0,0.815007895,112,0.9339760526315788
680412672834772685,15,0.8666666666666667,0.13333333333333333,0,13,2,0,0.77206,13,0.851618
681831656966209058,193,0.9896373056994818,0.010362694300518135,0,191,2,0,0.819858031,191,0.9397397927461139
683371223046852696,73,0.9863013698630136,0.01369863,0,72,1,0,0.8692547945205479,72,0.9525572602739725
691890262272030729,79,0.9746835443037974,0.025316456,0,77,2,0,0.8385721518987341,77,0.9363817721518987
692222165549304856,6,0.8333333333333334,0,0.16666666666666666,5,0,1,0.5443999999999999,5,0.7633199999999999
692763629267422223,114,0.9912280701754386,0,0.00877193,113,0,1,0.8801228070175439,113,0.9587736842105262
693482271388454910,3,1,0,0,3,0,0,0.9128666666666666,3,0.97386
693984606686520289,123,0.959349593,0.032520325203252036,0.008130081,118,4,1,0.8100626016260163,118,0.9186285365853658
697998579956270189,1,1,0,0,1,0,0,0.9418,0,
698835052575361711,80,0.975,0.025,0,78,2,0,0.7705425,78,0.9161627499999999
699769468679045439,20,0.95,0.05,0,19,1,0,0.8483600000000001,19,0.924508
700134050078462931,3,1,0,0,3,0,0,0.5824999999999999,3,0.8747499999999999
701682774187992478,13,1,0,0,13,0,0,0.850669231,13,0.9552007692307692
704253661892246703,44,1,0,0,44,0,0,0.8160772727272726,44,0.9448231818181817
704578174750941326,134,0.9402985074626866,0.052238806,0.007462687,126,7,1,0.685620896,126,0.8698653731343283
705218857764853615,96,0.9375,0.020833333333333332,0.041666666666666664,90,2,4,0.6574239583333333,90,0.859727188
705231419137959747,181,0.9668508287292817,0.016574585635359115,0.016574585635359115,175,3,3,0.6946972375690608,175,0.8885196685082872
708167512277976844,3,0.6666666666666666,0.3333333333333333,0,2,1,0,0.49573333333333336,2,
710815562656596296,15,0.9333333333333333,0.066666667,0,14,1,0,0.8193933333333334,14,0.9058179999999999
713843963296750916,25,0.96,0.04,0,24,1,0,0.8324199999999999,24,0.9257259999999999
716837882022091186,42,0.9285714285714286,0.071428571,0,39,3,0,0.7834142857142856,39,0.8921671428571428
718082872937132717,25,1,0,0,25,0,0,0.877256,25,0.9631767999999999
718635489025046769,99,0.9090909090909091,0.050505050505050504,0.04040404,90,5,4,0.6465757575757577,90,0.8394272727272727
718792758959657917,122,0.9918032786885246,0.008196721,0,121,1,0,0.8681336065573769,121,0.9555220491803277
722560935685131912,4,1,0,0,4,0,0,0.73365,4,0.920095
722575320096256921,81,1,0,0,81,0,0,0.9135382716049385,81,0.9740614814814815
728505853718405886,48,0.9375,0.041666666666666664,0.020833333333333332,45,2,1,0.8517958333333334,45,0.91803875
728664842022044065,149,0.9463087248322147,0.006711409,0.046979866,141,1,7,0.7073926174496644,141,0.8800030201342282
733169631870058190,25,0.88,0.08,0.04,22,2,1,0.713076,22,0.8419228
736672595994361273,108,0.9074074074074074,0.046296296296296294,0.046296296296296294,98,5,5,0.7388287037037037,98,0.8660930555555555
739040623480612523,46,0.9782608695652174,0.021739130434782608,0,45,1,0,0.7437760869565218,45,0.9100893478260869
743259048234909769,56,0.9821428571428571,0.017857142857142856,0,55,1,0,0.7547660714285714,55,0.9157155357142855
743266679530556298,56,0.9642857142857143,0.035714286,0,54,2,0,0.7959071428571429,54,0.9173435714285714
744355182532038443,32,0.9375,0.03125,0.03125,30,1,1,0.74228125,30,0.885184375
745385249194642394,232,0.9698275862068966,0.012931034,0.017241379310344827,225,3,4,0.8081202586206897,225,0.9243326293103448
745761053004825188,2,1,0,0,2,0,0,0.82665,0,
747725763686301815,144,0.9305555555555556,0.034722222222222224,0.034722222222222224,134,5,5,0.7318118055555556,134,0.877876875
750852759968378767,17,1,0,0,17,0,0,0.7511470588235295,17,0.9253441176470588
751978123762895803,87,0.8735632183908046,0.08045977,0.045977011,76,7,4,0.7020011494252875,76,0.8347382758620691
752207606454252833,333,0.9429429429429429,0.036036036036036036,0.021021021021021023,314,12,7,0.7377831831831833,314,0.8871007207207208
755018311401521263,124,0.9838709677419355,0.008064516,0.008064516,122,1,1,0.8513935483870967,122,0.9457406451612903
756448628560286574,1,1,0,0,1,0,0,0.9162,0,
757179507726971109,6,0.6666666666666666,0.3333333333333333,0,4,2,0,0.5447000000000001,4,0.6634099999999999
757873427199037600,90,0.9,0.088888889,0.011111111111111112,81,8,1,0.7267766666666667,81,0.858033
765389442159078908,70,0.9428571428571428,0.042857143,0.014285714285714285,66,3,1,0.7648257142857143,66,0.895162
767528945730436669,21,1,0,0,21,0,0,0.7950047619047619,21,0.9385014285714285
769653412811991689,69,0.9855072463768116,0.014492753623188406,0,68,1,0,0.9001188405797103,68,0.96134
770360515790343973,121,0.9752066115702479,0.024793388429752067,0,118,3,0,0.8299719008264463,118,0.9341155371900826
773441378432299610,12,1,0,0,12,0,0,0.8917166666666666,12,0.9675149999999999
776789436189078587,2,0.5,0.5,0,1,1,0,0.21075,0,
777209006396605363,109,0.963302752,0.036697248,0,105,4,0,0.7839293577981652,105,0.9131604587155963
778903196159755683,148,0.9527027027027027,0.033783783783783786,0.013513513513513514,141,5,2,0.781235135,141,0.9059921621621622
779979538074932538,5,0.6,0.2,0.2,3,1,1,0.27490000000000003,3,0.54247
783431734002376742,20,1,0,0,20,0,0,0.8232299999999999,20,0.946969
785755919729753096,100,1,0,0,100,0,0,0.896041,100,0.9688123
787930932893070551,16,1,0,0,16,0,0,0.8754500000000001,16,0.962635
791206741963915976,35,0.9428571428571428,0.028571429,0.028571429,33,1,1,0.7574399999999999,33,0.8929462857142857
797291312412532495,66,0.9393939393939394,0.045454545454545456,0.015151515151515152,62,3,1,0.7504151515151515,62,0.888760909
798618165648526816,55,0.8909090909090909,0.10909090909090909,0,49,6,0,0.7494927272727275,49,0.8593932727272727
799515493783525274,45,0.9555555555555556,0.044444444444444446,0,43,2,0,0.8006333333333335,43,0.9135233333333334
799547154124017065,78,0.9230769230769231,0.064102564,0.012820513,72,5,1,0.7891128205128205,72,0.89058
799547356571701257,137,0.9562043795620438,0.03649635,0.00729927,131,5,1,0.7666890510948906,131,0.9037293430656934
802221688442211411,37,1,0,0,37,0,0,0.9221810810810811,37,0.9766543243243243
806418530281303037,90,0.9444444444444444,0.044444444444444446,0.011111111111111112,85,4,1,0.7893744444444445,85,0.903479
809678798551062333,111,0.9009009009009009,0.054054054,0.045045045,100,6,5,0.6543792792792792,100,0.8368543243243243
811484575948098997,13,1,0,0,13,0,0,0.9264923076923075,13,0.9779476923076922
811547681524864922,78,0.9871794871794872,0.012820513,0,77,1,0,0.8528282051282051,77,0.9481561538461538
823810836627309586,4,1,0,0,4,0,0,0.822675,4,0.9468025
824696057635471357,38,1,0,0,38,0,0,0.8249947368421052,38,0.9474984210526315
827198436730767781,2,1,0,0,2,0,0,0.83995,0,
827791445027934321,98,0.9693877551020408,0.020408163,0.010204082,95,2,1,0.7430142857142856,95,0.9045369387755101
827801209117928115,80,0.9125,0.0375,0.05,73,3,4,0.68568875,73,0.853206625
827805373728010190,1,1,0,0,1,0,0,0.4404,0,
827806392328599374,18,1,0,0,18,0,0,0.7987666666666666,18,0.93963
828232657977870293,122,0.9836065573770492,0.016393443,0,120,2,0,0.8525860655737705,120,0.9459397540983606
828300108102248357,89,0.8876404494382022,0.04494382,0.06741573,79,4,6,0.6332516853932585,79,0.8225597752808987
829129267210283087,96,0.9479166666666666,0.020833333333333332,0.03125,91,2,3,0.7291239583333332,91,0.8874871874999999
829201935100198803,98,0.9183673469387755,0.051020408,0.030612244897959183,90,5,3,0.7092285714285714,90,0.8637889795918366
829230504669792389,75,0.88,0.08,0.04,66,6,3,0.6504413333333333,66,0.8231324
831297838040006529,82,0.926829268,0.036585365853658534,0.036585365853658534,76,3,3,0.666969512,76,0.8561884146341464
834223580560535923,8,1,0,0,8,0,0,0.831325,8,0.9493975
836127702807756580,28,1,0,0,28,0,0,0.8967285714285713,28,0.9690185714285714
836341995473193316,70,0.9714285714285714,0.028571429,0,68,2,0,0.8426614285714286,68,0.9356555714285714
839707915579374279,29,0.896551724,0.034482758620689655,0.068965517,26,1,2,0.6011206896551724,26,0.8182672413793103
842596412087849937,5,0.8,0,0.2,4,0,1,0.52762,4,0.7382859999999999
842626243641773578,123,0.967479675,0.024390243902439025,0.008130081,119,3,1,0.8039796747967479,119,0.9216817073170731
843474403200283460,8,0.75,0.125,0.125,6,1,1,0.57685,6,0.7230549999999999
844146397031324702,36,0.8333333333333334,0.1111111111111111,0.055555556,30,4,2,0.5070944444444445,30,0.7521283333333333
844289940133915503,1,1,0,0,1,0,0,0.7579,0,
844718466529231180,6,1,0,0,6,0,0,0.7899000000000002,6,0.93697
846396694662598522,35,0.9428571428571428,0.028571429,0.028571429,33,1,1,0.6584971428571428,33,0.8632634285714286
847164207750845476,46,0.9565217391304348,0.021739130434782608,0.021739130434782608,44,1,1,0.7939760869565219,44,0.9121058695652174
848529333460997273,3,1,0,0,3,0,0,0.6299666666666667,3,0.88899
849340104589638519,72,0.9722222222222222,0.027777777777777776,0,70,2,0,0.8129097222222222,70,0.9272062499999999
853742200082892937,88,0.9886363636363636,0.011363636363636364,0,87,1,0,0.8883420454545455,87,0.9596844318181817
855855725789352027,144,0.9861111111111112,0.013888888888888888,0,142,2,0,0.8639388888888888,142,0.9508483333333333
858149717467037356,107,0.9345794392523364,0.046728972,0.018691588785046728,100,5,2,0.6956869158878505,100,0.869453738
860456157306742203,28,0.9642857142857143,0.035714286,0,27,1,0,0.7565999999999998,27,0.9055514285714285
861537570036120212,3,1,0,0,3,0,0,0.8110666666666666,3,0.9433199999999999
861546093197749397,2,0.5,0.5,0,1,1,0,0.45745,0,
862937433041930349,3,0.6666666666666666,0,0.3333333333333333,2,0,1,0.2495666666666667,2,
863844892970037489,111,0.8828828828828829,0.063063063,0.054054054,98,7,6,0.611963964,98,0.8133189189189188
864626553512085398,20,1,0,0,20,0,0,0.660985,20,0.8982955
865239004844679725,2,0.5,0.5,0,1,1,0,0.2553,0,
865274341140619490,57,0.9298245614035088,0.070175439,0,53,4,0,0.8020280701754385,53,0.8985031578947368
866865651885840484,3,1,0,0,3,0,0,0.7520666666666668,3,0.92562
869072730009058199,2,1,0,0,2,0,0,0.9067,0,
876333522175705558,115,0.9478260869565217,0.052173913,0,109,6,0,0.8581721739130433,109,0.926147304
876697884979775209,182,0.9065934065934066,0.076923077,0.016483516483516484,165,14,3,0.6888549450549449,165,0.8506125274725274
876722369052154787,56,1,0,0,56,0,0,0.867555357,56,0.960266607
878370121733995990,45,0.9555555555555556,0,0.044444444444444446,43,0,2,0.7703133333333333,43,0.9044273333333334
878862056333914551,3,0.6666666666666666,0,0.3333333333333333,2,0,1,0.2557,2,
879196265859564176,119,0.9663865546218487,0.025210084033613446,0.008403361,115,3,1,0.8430806722689076,115,0.9327561344537815
879436538715595294,7,0.42857142857142855,0,0.5714285714285714,3,0,4,-0.049071429,3,0.34242142857142854
882118553188194767,19,0.8421052631578947,0.10526315789473684,0.052631579,16,2,1,0.6810473684210525,16,0.8095773684210524
882456132890457853,283,0.9434628975265018,0.045936395759717315,0.010600707,267,13,3,0.8068943462897527,267,0.9081460424028268
882867563553553192,113,0.9734513274336283,0.008849558,0.017699115044247787,110,1,2,0.8335398230088497,110,0.9341327433628318
882998998415627066,1,0,0,1,0,0,1,-0.4491,0,
884768768221411340,83,0.9759036144578314,0.012048192771084338,0.012048192771084338,81,1,1,0.8677469879518072,81,0.9458662650602409
886298263356849808,36,0.9166666666666666,0.083333333,0,33,3,0,0.7609333333333335,33,0.87828
887470269766818112,2,1,0,0,2,0,0,0.87615,0,
888285808816805700,8,0.75,0.125,0.125,6,1,1,0.5107,6,0.70321
888641457568207656,234,0.9529914529914529,0.025641026,0.021367521367521368,223,6,5,0.7883213675213675,223,0.908291282
889177047370607043,19,0.8947368421052632,0.052631579,0.052631579,17,1,1,0.7031684210526316,17,0.8477926315789474
891948760545234302,7,1,0,0,7,0,0,0.8166285714285715,7,0.9449885714285714
892213765539832900,82,1,0,0,82,0,0,0.924081707,82,0.9772245121951219
893351845697959822,11,1,0,0,11,0,0,0.8383181818181819,11,0.9514954545454545
893491971159406219,10,0.7,0.2,0.1,7,2,1,0.35366000000000003,7,0.6260979999999999
893599743745825317,2,0.5,0,0.5,1,0,1,0.036599999999999994,0,
897552551757178293,25,0.88,0,0.12,22,0,3,0.5574840000000001,22,0.7952452
897794135439663589,9,0.7777777777777778,0.2222222222222222,0,7,2,0,0.5352666666666668,7,0.7272466666666667
898073583345842373,10,1,0,0,10,0,0,0.9606199999999999,10,0.9881859999999999
900080541175587396,1,1,0,0,1,0,0,0.9402,0,
902254525225596090,137,0.9927007299270073,0,0.00729927,136,0,1,0.877178102,136,0.9587738686131386
903646421233879380,158,0.9873417721518988,0.012658227848101266,0,156,2,0,0.8881917721518988,156,0.9588625949367089
905338962206083514,65,0.9538461538461539,0.030769231,0.015384615384615385,62,2,1,0.7713307692307692,62,0.903706923
907174850297531415,1,1,0,0,1,0,0,0.7184,0,
907180103668747401,1,1,0,0,1,0,0,0.8442,0,
907282313787617895,2,1,0,0,2,0,0,0.8062,0,
909369994778752131,118,0.9661016949152542,0.008474576,0.025423728813559324,114,1,3,0.8287347457627119,114,0.928281441
911569360079657690,5,1,0,0,5,0,0,0.8295999999999999,5,0.94888
913080674405185238,17,1,0,0,17,0,0,0.8459117647058824,17,0.9537735294117646
918888170763302938,7,1,0,0,7,0,0,0.8322428571428572,7,0.9496728571428571
918902583577731712,48,0.9791666666666666,0.020833333333333332,0,47,1,0,0.7618083333333333,47,0.9160424999999999
918908760712923221,24,0.875,0.041666666666666664,0.083333333,21,1,2,0.6374833333333334,21,0.816245
919334265588428704,31,1,0,0,31,0,0,0.870925806,31,0.9612777419354838
920639768576772102,17,0.8823529411764706,0.058823529411764705,0.058823529411764705,15,1,1,0.7996117647058824,15,0.869295294
920872270055080416,2,0.5,0.5,0,1,1,0,0.4684,0,
923664929995259587,77,0.961038961,0.038961039,0,74,3,0,0.7179870129870128,74,0.8920194805194804
923943257491159543,76,0.8947368421052632,0.078947368,0.026315789,68,6,2,0.6986236842105263,68,0.8464292105263158
928201618110152471,44,0.9772727272727273,0.022727272727272728,0,43,1,0,0.8137727272727272,43,0.9304954545454545
928594772509581663,23,0.9130434782608695,0.086956522,0,21,2,0,0.7604826086956523,21,0.8759708695652174
936230623193697428,136,0.9852941176470589,0,0.014705882352941176,134,0,2,0.881605882,134,0.9556582352941175
936692401311410580,1,1,0,0,1,0,0,0.9363,0,
936699896346050780,1,1,0,0,1,0,0,0.8354,0,
936734976035587168,2,1,0,0,2,0,0,0.4674,0,
939052533424632183,19,0.9473684210526315,0,0.052631579,18,0,1,0.7228157894736842,18,0.8852657894736842
941903118048235136,12,0.8333333333333334,0.083333333,0.083333333,10,1,1,0.5814833333333332,10,0.7744449999999999
942038518472959280,19,0.9473684210526315,0.052631579,0,18,1,0,0.8965368421052633,18,0.9373821052631579
943445885197344456,13,0.9230769230769231,0.076923077,0,12,1,0,0.7669461538461537,12,0.88393
946535662085780737,176,0.9431818181818182,0.045454545454545456,0.011363636363636364,166,8,2,0.7413323863636364,166,0.8883088068181818
949875417963432801,24,0.9583333333333334,0.041666666666666664,0,23,1,0,0.841625,23,0.9274874999999999
950691856666093403,58,0.9482758620689655,0.017241379310344827,0.034482758620689655,55,1,2,0.7849224137931035,55,0.9044422413793104
952923821273909537,5,0.8,0.2,0,4,1,0,0.54864,4,0.7445919999999999
953581550038507834,78,0.9871794871794872,0.012820513,0,77,1,0,0.8502179487179486,77,0.9473730769230769
954293128029557493,126,1,0,0,126,0,0,0.8765880952380953,126,0.9629764285714285
958073554329598064,35,0.9714285714285714,0.028571429,0,34,1,0,0.8287942857142858,34,0.9314954285714285
958845821843195570,1,1,0,0,1,0,0,0.6249,0,
960160007267227808,38,0.9210526315789473,0.078947368,0,35,3,0,0.6986842105263157,35,0.8622368421052631
961600985879599973,158,0.9556962025316456,0.03164557,0.012658227848101266,151,5,2,0.7867962025316455,151,0.9094565822784809
965404068406656596,30,0.9666666666666667,0.033333333,0,29,1,0,0.8013233333333333,29,0.9203969999999999
966802576909857119,45,0.9777777777777777,0.022222222222222223,0,44,1,0,0.8883955555555557,44,0.9531853333333333
970306411933487925,4,0.5,0,0.5,2,0,2,0.16227499999999997,2,
971170715056061139,51,0.9019607843137255,0.039215686,0.058823529411764705,46,2,3,0.6665549019607844,46,0.8411429411764705
973446512456911547,1,1,0,0,1,0,0,0.5267,0,
973796043058439911,1,1,0,0,1,0,0,0.5719,0,
975577238632512707,2,1,0,0,2,0,0,0.9125000000000001,0,
977682067754714618,60,0.9833333333333333,0.016666666666666666,0,59,1,0,0.8984116666666667,59,0.9595235
978206671266426615,56,0.9107142857142857,0.017857142857142856,0.071428571,51,1,4,0.6225732142857144,51,0.8332005357142857
979850008423853738,3,1,0,0,3,0,0,0.6350666666666667,3,0.89052
981859093182421242,2,1,0,0,2,0,0,0.69025,0,
983221259360518570,8,0.875,0,0.125,7,0,1,0.61085,7,0.8082550000000001
983286738805956848,4,1,0,0,4,0,0,0.69075,4,0.907225
983295773848200302,4,1,0,0,4,0,0,0.898825,4,0.9696474999999999
983464931174368560,10,0.9,0.1,0,9,1,0,0.7798,9,0.87394
984772731511902830,5,1,0,0,5,0,0,0.8127800000000001,5,0.943834
985664413664267369,3,1,0,0,3,0,0,0.5642666666666667,3,0.8692799999999999
985718722089423910,2,1,0,0,2,0,0,0.93255,0,
988525985627729557,222,0.9684684684684685,0.027027027,0.004504505,215,6,1,0.8081360360360361,215,0.9235218918918918
989119431117046480,2,1,0,0,2,0,0,0.89785,0,
990635109306791934,4,1,0,0,4,0,0,0.7921,4,0.93763
992242130876943271,3,0.6666666666666666,0,0.3333333333333333,2,0,1,0.1413,2,
993514516160436935,67,0.9402985074626866,0,0.059701493,63,0,4,0.754565672,63,0.8905488059701493
993565960157061550,65,0.9692307692307692,0.030769231,0,63,2,0,0.8233661538461539,63,0.9285483076923077
994393687182619815,17,1,0,0,17,0,0,0.8111941176470588,17,0.9433582352941176
995923407058735923,32,0.96875,0.03125,0,31,1,0,0.78800625,31,0.9176518749999999
996677384265283457,48,0.9375,0.041666666666666664,0.020833333333333332,45,2,1,0.7659312500000001,45,0.892279375
998536599926251072,12,1,0,0,12,0,0,0.8832916666666666,12,0.9649875
1000187339554229800,42,0.9047619047619048,0.047619047619047616,0.047619047619047616,38,2,2,0.6671976190476191,38,0.8430164285714286
1005174549414227568,144,0.9583333333333334,0.027777777777777776,0.013888888888888888,138,4,2,0.7642868055555555,138,0.9042860416666666
1005310690470646814,141,0.9716312056737588,0.021276596,0.007092199,137,3,1,0.827804255,137,0.9313199999999999
1006400399584540556,10,1,0,0,10,0,0,0.7406400000000001,10,0.922192
1010370561359491414,111,0.990990991,0.009009009,0,110,1,0,0.8800405405405406,110,0.9586067567567567
1010379221825781606,8,0.875,0,0.125,7,0,1,0.5077125,7,0.77731375
1010909017159710545,74,0.9594594594594594,0.040540541,0,71,3,0,0.8056608108108108,71,0.9173739189189188
1010911074520828798,114,0.9912280701754386,0,0.00877193,113,0,1,0.8387245614035088,113,0.9463542105263157
1010912466655793353,39,0.9743589743589743,0.025641026,0,38,1,0,0.8401692307692307,38,0.9366661538461537
1010913582293343505,67,0.9701492537313433,0.014925373134328358,0.014925373134328358,65,1,1,0.8386522388059702,65,0.9336852238805969
1011575435556238608,93,0.9247311827956989,0.032258065,0.043010752688172046,86,3,4,0.7449666666666669,86,0.8783287096774194
1014485352046442965,4,1,0,0,4,0,0,0.7054,4,0.91162
1020167935565826657,31,1,0,0,31,0,0,0.9186419354838707,31,0.9755925806451612
1020296319693890470,2,1,0,0,2,0,0,0.75175,0,
1023381666826783402,97,0.9896907216494846,0.010309278350515464,0,96,1,0,0.8755144329896907,96,0.9564687628865979
1023856370036917010,2,1,0,0,2,0,0,0.95365,0,
1024691780349840958,1,1,0,0,1,0,0,0.3818,0,
1024714478293737569,15,0.8666666666666667,0.13333333333333333,0,13,2,0,0.59424,13,0.798272
1024748833485480042,1,1,0,0,1,0,0,0.9299,0,
1024760376071713468,2,1,0,0,2,0,0,0.5631,0,
1024842432343706742,191,0.9581151832460733,0.036649215,0.005235602,183,7,1,0.8005575916230366,183,0.915036387
1025519501649098001,55,0.9636363636363636,0.036363636,0,53,2,0,0.793781818,53,0.9163163636363635
1026691447210184316,15,1,0,0,15,0,0,0.89512,15,0.968536
1028939903477766891,7,1,0,0,7,0,0,0.8488428571428571,7,0.9546528571428571
1031903833841038956,4,1,0,0,4,0,0,0.9338,4,0.9801399999999999
1033233860246555049,3,1,0,0,3,0,0,0.9732,3,0.99196
1033304787276925692,5,1,0,0,5,0,0,0.90754,5,0.972262
1034158426026731912,5,0.6,0.4,0,3,2,0,0.53948,3,0.621844
1034978450961341124,23,0.9565217391304348,0,0.043478260869565216,22,0,1,0.7519217391304346,22,0.8994895652173912
1035542916138846233,41,0.9024390243902439,0.073170732,0.024390243902439025,37,3,1,0.7070024390243903,37,0.8535641463414635
1039900484774161450,23,0.9565217391304348,0.043478260869565216,0,22,1,0,0.7941043478260869,22,0.9121443478260869
1040040778184228497,14,1,0,0,14,0,0,0.7748571428571429,14,0.9324571428571428
1044439437877833867,31,1,0,0,31,0,0,0.8343612903225807,31,0.9503083870967741
1045078571216603276,2,0.5,0,0.5,1,0,1,0.07315,0,
1049424243347190680,33,0.9090909090909091,0,0.090909091,30,0,3,0.6444,30,0.8387745454545453
1049526592959514923,8,1,0,0,8,0,0,0.9020250000000001,8,0.9706075
1049602914569456426,17,0.8823529411764706,0.058823529411764705,0.058823529411764705,15,1,1,0.6854176470588235,15,0.8350370588235294
1058790575148981279,65,1,0,0,65,0,0,0.9004153846153846,65,0.9701246153846154
1060086073416700000,48,0.9375,0.0625,0,45,3,0,0.8436020833333334,45,0.9155806249999999
1062304117439172699,17,0.8823529411764706,0.058823529411764705,0.058823529411764705,15,1,1,0.6035705882352941,15,0.8104829411764706
1063811792288854209,4,1,0,0,4,0,0,0.649775,4,0.8949324999999999
1065950314171072677,1,1,0,0,1,0,0,0.9286,0,
1069123986654744941,126,0.9365079365079365,0.03968254,0.023809523809523808,118,5,3,0.7690595238095239,118,0.8926226190476191
1070293568337747118,25,0.88,0.04,0.08,22,1,2,0.585712,22,0.8037136
1070293638231636971,32,0.8125,0.09375,0.09375,26,3,3,0.535015625,26,0.7480046874999999
1080833875506859507,5,1,0,0,5,0,0,0.7652800000000001,5,0.929584
1081730379305845865,4,0.5,0.25,0.25,2,1,1,0.2489,2,
1081784836645830888,85,0.9647058823529412,0.023529411764705882,0.011764705882352941,82,2,1,0.8012517647058821,82,0.9191990588235294
1084422182151071509,1,1,0,0,1,0,0,0.9476,0,
1084425399164002372,3,1,0,0,3,0,0,0.8127,3,0.9438099999999999
1086250290987237386,76,0.9605263157894737,0.026315789,0.013157894736842105,73,2,1,0.8323315789473685,73,0.9260152631578947
1087712634366815282,14,1,0,0,14,0,0,0.8202928571428572,14,0.9460878571428571
1090625669075008789,23,0.9565217391304348,0.043478260869565216,0,22,1,0,0.8055260869565217,22,0.9155708695652174
1092332793373599781,17,0.9411764705882353,0.058823529411764705,0,16,1,0,0.7514235294117647,16,0.8901329411764706
1093365214492569345,7,0.8571428571428571,0,0.14285714285714285,6,0,1,0.6753,6,0.8168757142857143
1094148261271282497,78,0.9102564102564102,0.08974359,0,71,7,0,0.7523961538461539,71,0.8718726923076923
1094153643949217116,23,0.9565217391304348,0.043478260869565216,0,22,1,0,0.8162391304347827,22,0.9187847826086957
1094156637622971254,38,0.9736842105263158,0,0.026315789,37,0,1,0.8442947368421052,37,0.9374989473684211
1094159030042514107,44,0.9318181818181818,0.045454545454545456,0.022727272727272728,41,2,1,0.7435954545454545,41,0.8821695454545454
1094161726980583689,46,0.9347826086956522,0.043478260869565216,0.021739130434782608,43,2,1,0.7509739130434783,43,0.8861617391304347
1094339179675642557,3,1,0,0,3,0,0,0.9429333333333334,3,0.98288
1095274761485035794,68,0.9264705882352942,0.058823529411764705,0.014705882352941176,63,4,1,0.7562279411764705,63,0.8827507352941176
1099936800743844739,3,1,0,0,3,0,0,0.8852333333333333,3,0.9655699999999999
1104313189287284322,51,0.9411764705882353,0.019607843,0.039215686,48,1,2,0.7589764705882353,48,0.8923988235294117
1104653172216130984,3,1,0,0,3,0,0,0.9651333333333333,3,0.98954
1104970766040489845,45,0.9555555555555556,0.022222222222222223,0.022222222222222223,43,1,1,0.8321466666666669,43,0.9229773333333334
1105381340489564360,26,0.7692307692307693,0.23076923076923078,0,20,6,0,0.6416461538461539,20,0.7540323076923077
1105931001462173117,51,1,0,0,51,0,0,0.8463999999999999,51,0.95392
1106034657449956503,56,0.9464285714285714,0.035714286,0.017857142857142856,53,2,1,0.8029089285714287,53,0.9087298214285714
1106452937207072601,82,0.9634146341463414,0.012195121951219513,0.024390243902439025,79,1,2,0.813718293,79,0.9221642682926828
1106538949531737731,88,0.9204545454545454,0.022727272727272728,0.056818181818181816,81,2,5,0.7771511363636364,81,0.8854180681818181
1106559311142387266,48,0.9791666666666666,0,0.020833333333333332,47,0,1,0.8345604166666666,47,0.9378681249999998
